"DeliveryID","OrderID","DeliveryPartner","DeliveryDateTime","DeliveryAmount","DeliveryStatus"
75309,75309,"Henderson Inc","2024-11-24 21:26:00.0",19.74,"Completed"
75313,75313,"Taylor-Smith","2024-11-22 12:34:00.0",6.93,"Completed"
75316,75316,"Moore-Griffin","2024-11-01 19:39:00.0",28.42,"In Progress"
75321,75321,"Richards-Jones","2024-11-18 13:36:00.0",26.96,"In Progress"
75322,75322,"Hawkins Ltd","2024-11-02 00:25:00.0",47.21,"Completed"
75323,75323,"Gallagher, Roberson and Bean","2024-11-03 13:38:00.0",7.36,"In Progress"
75325,75325,"Hawkins-Garza","2024-11-21 23:32:00.0",6.43,"Cancelled"
75328,75328,"Anderson Group","2024-11-08 11:59:00.0",7.27,"Cancelled"
75331,75331,"Lopez, Hughes and Harmon","2024-11-18 20:04:00.0",18.31,"In Progress"
75334,75334,"Werner-Rodriguez","2024-11-15 11:36:00.0",23.77,"In Progress"
75335,75335,"Gay, Cunningham and Rodriguez","2024-11-25 13:55:00.0",41.55,"Cancelled"
75336,75336,"Webster, Martinez and Marshall","2024-11-27 16:49:00.0",7.14,"Cancelled"
75342,75342,"Waller-Davis","2024-11-26 20:29:00.0",12.53,"Cancelled"
75346,75346,"Riggs PLC","2024-11-09 13:49:00.0",37.37,"In Progress"
75348,75348,"Richards-Jones","2024-11-07 22:35:00.0",9.56,"In Progress"
75349,75349,"Thompson, Henry and Hernandez","2024-11-03 13:04:00.0",30.78,"Completed"
75352,75352,"Webster, Martinez and Marshall","2024-11-16 16:21:00.0",40.64,"Completed"
75353,75353,"Burke LLC","2024-11-11 19:09:00.0",9.45,"Cancelled"
75354,75354,"Webster, Martinez and Marshall","2024-11-07 13:34:00.0",8.78,"Completed"
75355,75355,"Hawkins Ltd","2024-11-27 14:15:00.0",19.01,"In Progress"
75361,75361,"Newton-Brown","2024-11-02 22:55:00.0",14.81,"Completed"
75362,75362,"Hatfield and Sons","2024-11-27 22:47:00.0",5.9,"In Progress"
75365,75365,"Wright Ltd","2024-11-26 14:37:00.0",35.53,"Cancelled"
75368,75368,"Rogers, Berry and Logan","2024-11-02 20:45:00.0",37.3,"Completed"
75370,75370,"Fischer and Sons","2024-11-15 17:25:00.0",36.24,"In Progress"
75374,75374,"Buckley-Morris","2024-11-05 17:07:00.0",41.22,"Cancelled"
75375,75375,"Hancock-Benson","2024-11-28 19:26:00.0",34.75,"Cancelled"
75384,75384,"Walker PLC","2024-11-02 15:22:00.0",31.43,"Cancelled"
75391,75391,"Burton Inc","2024-11-28 21:10:00.0",23.06,"Completed"
75392,75392,"Hawkins Ltd","2024-11-27 23:01:00.0",39.8,"In Progress"
75395,75395,"Hancock-Benson","2024-11-30 18:34:00.0",7.11,"Completed"
75398,75398,"Carter, Evans and Walker","2024-11-03 16:43:00.0",10.34,"Completed"
75401,75401,"Hawkins Ltd","2024-11-04 22:55:00.0",9.2,"Completed"
75410,75410,"Fletcher-Carter","2024-11-07 11:34:00.0",27.84,"Cancelled"
75419,75419,"Frazier, Anderson and Rodriguez","2024-11-20 20:26:00.0",37.83,"Cancelled"
75421,75421,"Hatfield and Sons","2024-11-29 23:46:00.0",34.96,"In Progress"
75426,75426,"Matthews-Gonzalez","2024-11-11 16:55:00.0",17.63,"Cancelled"
75429,75429,"Rogers, Berry and Logan","2024-11-24 12:44:00.0",42.41,"In Progress"
75440,75440,"Durham Inc","2024-11-03 16:12:00.0",29.59,"Completed"
75442,75442,"Taylor-Smith","2024-11-22 21:19:00.0",44.15,"Cancelled"
75443,75443,"Hancock-Benson","2024-11-20 17:42:00.0",28.36,"Cancelled"
75444,75444,"Fischer and Sons","2024-11-27 16:10:00.0",37.84,"Cancelled"
75446,75446,"Rogers, Berry and Logan","2024-11-18 19:52:00.0",25.51,"Completed"
75447,75447,"Keller-Gross","2024-11-13 19:25:00.0",25.97,"Completed"
75449,75449,"Richardson-Reyes","2024-11-27 12:18:00.0",19.56,"In Progress"
75450,75450,"Roberts, Durham and Ryan","2024-11-19 13:49:00.0",21.12,"Completed"
75451,75451,"Freeman, Walton and Jones","2024-11-24 20:17:00.0",38.28,"In Progress"
75452,75452,"Brown, King and Stout","2024-11-25 18:41:00.0",49.39,"Completed"
75453,75453,"White, Peck and Ayala","2024-11-08 18:33:00.0",23.95,"Cancelled"
75454,75454,"Hawkins-Garza","2024-11-06 23:40:00.0",15.78,"In Progress"
75455,75455,"Durham Inc","2024-11-17 18:59:00.0",37.83,"Cancelled"
75457,75457,"Bailey-Neal","2024-11-08 19:59:00.0",10.11,"In Progress"
75462,75462,"Fischer and Sons","2024-11-14 23:52:00.0",41.91,"Cancelled"
75467,75467,"Maldonado, Freeman and Thompson","2024-11-17 22:10:00.0",31.56,"Completed"
75470,75470,"Carter, Evans and Walker","2024-11-11 14:59:00.0",34.57,"Completed"
75471,75471,"Hancock-Benson","2024-11-30 21:12:00.0",30.18,"Completed"
75472,75472,"Anderson, Carr and Mcneil","2024-11-06 12:22:00.0",22.48,"Completed"
75473,75473,"Guzman, Smith and Murray","2024-11-19 21:53:00.0",38.08,"Completed"
75474,75474,"Sanchez-Smith","2024-11-29 14:58:00.0",16.75,"In Progress"
75477,75477,"Mcdowell-Hicks","2024-11-01 18:30:00.0",8.43,"Cancelled"
75478,75478,"Anderson, Carr and Mcneil","2024-11-10 15:12:00.0",44.94,"In Progress"
75482,75482,"Gallagher, Roberson and Bean","2024-11-16 22:28:00.0",21.54,"Cancelled"
75486,75486,"Fletcher-Carter","2024-11-30 22:13:00.0",48.38,"In Progress"
75488,75488,"Adams, Guerra and Fields","2024-11-24 19:37:00.0",40.58,"Cancelled"
75490,75490,"Khan, Hernandez and Baldwin","2024-11-03 11:41:00.0",41.27,"Cancelled"
75492,75492,"Moore-Griffin","2024-11-22 17:02:00.0",23.86,"Cancelled"
75493,75493,"Fletcher-Carter","2024-11-28 22:13:00.0",26.37,"Cancelled"
75495,75495,"Phillips-Boyer","2024-11-27 19:24:00.0",26.57,"Completed"
75503,75503,"Thomas PLC","2024-11-30 13:35:00.0",8.14,"In Progress"
75507,75507,"Matthews-Gonzalez","2024-11-16 20:22:00.0",37.52,"In Progress"
75509,75509,"Fischer and Sons","2024-11-07 18:14:00.0",41.3,"Completed"
75516,75516,"Richardson-Reyes","2024-11-16 19:53:00.0",38.54,"Cancelled"
75517,75517,"Campbell, Burns and Espinoza","2024-11-02 16:11:00.0",15.01,"In Progress"
75519,75519,"Werner-Rodriguez","2024-11-16 20:45:00.0",32.99,"Completed"
75520,75520,"Ray-Bradley","2024-11-18 11:55:00.0",36.07,"Cancelled"
75523,75523,"Anderson Group","2024-11-13 12:26:00.0",32.17,"In Progress"
75527,75527,"Adams, Guerra and Fields","2024-11-14 21:45:00.0",6.06,"Cancelled"
75535,75535,"Buckley-Morris","2024-11-26 19:36:00.0",30.61,"Completed"
75536,75536,"Smith PLC","2024-11-12 21:39:00.0",9.07,"Cancelled"
75537,75537,"Keller-Gross","2024-11-19 18:20:00.0",41.27,"In Progress"
75538,75538,"Webster, Martinez and Marshall","2024-11-05 14:43:00.0",35.61,"Completed"
75540,75540,"Taylor-Smith","2024-11-27 14:34:00.0",23.93,"Cancelled"
75543,75543,"Roberts, Durham and Ryan","2024-11-03 16:53:00.0",21.93,"In Progress"
75545,75545,"Richardson-Reyes","2024-11-22 00:08:00.0",41.01,"In Progress"
75549,75549,"Norris-Hawkins","2024-11-27 12:38:00.0",24.92,"Completed"
75555,75555,"Mills Inc","2024-11-18 17:41:00.0",22.37,"Cancelled"
75557,75557,"Thompson, Henry and Hernandez","2024-11-18 12:19:00.0",6.13,"Completed"
75558,75558,"Powell, Morse and Quinn","2024-11-01 20:51:00.0",43.24,"Completed"
75562,75562,"Jones, Garrett and Pierce","2024-11-04 19:22:00.0",17.76,"In Progress"
75563,75563,"Phillips and Sons","2024-11-06 15:37:00.0",20.27,"Cancelled"
75565,75565,"Sellers Inc","2024-11-02 12:27:00.0",7.99,"Completed"
75568,75568,"Carter, Evans and Walker","2024-11-21 18:59:00.0",27.79,"Cancelled"
75577,75577,"Christensen and Sons","2024-11-04 16:58:00.0",23.66,"In Progress"
75580,75580,"Anderson, Carr and Mcneil","2024-11-01 18:22:00.0",13.61,"Cancelled"
75584,75584,"Gonzales-Brown","2024-11-23 11:26:00.0",16,"Completed"
75594,75594,"Hill, Hull and Bailey","2024-11-11 19:03:00.0",35.86,"In Progress"
75596,75596,"Marsh-Williams","2024-11-30 18:10:00.0",37.99,"In Progress"
75597,75597,"Duran, Fuller and Reyes","2024-11-01 18:59:00.0",33.81,"In Progress"
75598,75598,"Hatfield and Sons","2024-11-29 21:47:00.0",34.28,"Completed"
75600,75600,"Gallagher, Roberson and Bean","2024-11-11 18:34:00.0",29.7,"Cancelled"
75603,75603,"Mills Inc","2024-11-18 20:46:00.0",41.06,"Cancelled"
75608,75608,"Mills Inc","2024-11-13 18:00:00.0",22.15,"Completed"
75612,75612,"Williams-Benson","2024-11-24 20:27:00.0",44.76,"Cancelled"
75617,75617,"Roberts, Durham and Ryan","2024-11-06 23:18:00.0",30.75,"In Progress"
75623,75623,"Hancock-Benson","2024-11-13 14:06:00.0",26.56,"Completed"
75625,75625,"Duran, Fuller and Reyes","2024-11-30 16:09:00.0",27.1,"Cancelled"
75629,75629,"Webster, Martinez and Marshall","2024-11-26 22:58:00.0",39.13,"Completed"
75630,75630,"Hawkins Ltd","2024-11-26 20:31:00.0",17.03,"In Progress"
75633,75633,"Taylor-Smith","2024-11-13 16:45:00.0",37.03,"Completed"
75636,75636,"Clark-Thompson","2024-11-16 12:49:00.0",21.22,"Completed"
75643,75643,"Thomas PLC","2024-11-23 22:05:00.0",7.8,"Cancelled"
75647,75647,"Matthews-Gonzalez","2024-11-07 17:00:00.0",42.39,"Cancelled"
75649,75649,"Henderson Inc","2024-11-18 20:39:00.0",6.36,"In Progress"
75650,75650,"Cook Ltd","2024-11-20 11:54:00.0",13.13,"Completed"
75656,75656,"Sellers Inc","2024-11-10 22:48:00.0",20.23,"Cancelled"
75657,75657,"Clark-Thompson","2024-11-01 16:47:00.0",20.32,"In Progress"
75659,75659,"Durham Inc","2024-11-22 13:34:00.0",5.18,"Completed"
75663,75663,"Smith, Wise and Drake","2024-11-13 13:26:00.0",8.68,"Cancelled"
75667,75667,"Reed and Allison","2024-11-07 14:29:00.0",16.79,"Cancelled"
75668,75668,"Gallagher, Roberson and Bean","2024-11-20 21:18:00.0",24.73,"In Progress"
75670,75670,"Williams, Anderson and Rodriguez","2024-11-26 14:58:00.0",21.33,"Completed"
75672,75672,"Carter, Evans and Walker","2024-11-03 21:01:00.0",15.1,"Cancelled"
75673,75673,"Wright Ltd","2024-11-23 16:35:00.0",12.24,"In Progress"
75676,75676,"Lawson, Tran and King","2024-11-03 18:34:00.0",18.42,"Cancelled"
75677,75677,"Taylor-Smith","2024-11-06 19:25:00.0",38.6,"In Progress"
75682,75682,"Hawkins Ltd","2024-11-05 12:29:00.0",21.82,"Cancelled"
75684,75684,"Hancock-Benson","2024-11-26 23:14:00.0",35.76,"Cancelled"
75687,75687,"Hill, Hull and Bailey","2024-11-17 20:10:00.0",40.06,"Completed"
75689,75689,"Fischer and Sons","2024-11-25 21:28:00.0",7.87,"Cancelled"
75691,75691,"Fischer and Sons","2024-11-16 01:12:00.0",20.12,"In Progress"
75694,75694,"Brown, Blankenship and Hayes","2024-11-25 21:31:00.0",5.66,"Completed"
75700,75700,"Cook PLC","2024-11-05 18:01:00.0",34.65,"Completed"
75702,75702,"Norton, Chang and Clements","2024-11-17 19:29:00.0",11.83,"Cancelled"
75703,75703,"Hawkins Ltd","2024-11-19 00:26:00.0",37.64,"Completed"
75704,75704,"Gray, Kerr and Massey","2024-11-09 18:53:00.0",29.84,"Cancelled"
75705,75705,"Werner-Rodriguez","2024-11-07 11:27:00.0",29.6,"Cancelled"
75706,75706,"Williams, Anderson and Rodriguez","2024-11-12 12:29:00.0",20.04,"In Progress"
75713,75713,"Turner-Hart","2024-11-23 20:45:00.0",39.44,"In Progress"
75717,75717,"Fletcher-Carter","2024-11-15 20:18:00.0",44.65,"Cancelled"
75718,75718,"Sellers Inc","2024-11-02 21:37:00.0",10.92,"In Progress"
75722,75722,"Phillips and Sons","2024-11-08 21:24:00.0",8.33,"Completed"
75723,75723,"Campbell, Burns and Espinoza","2024-11-15 17:33:00.0",19.54,"Completed"
75725,75725,"Kelly LLC","2024-11-29 23:55:00.0",29.52,"Cancelled"
75726,75726,"Stephens PLC","2024-11-01 19:35:00.0",49.59,"Cancelled"
75727,75727,"Rogers, Berry and Logan","2024-11-07 16:55:00.0",16.43,"Completed"
75730,75730,"Hawkins-Garza","2024-11-04 14:13:00.0",23.89,"Cancelled"
75734,75734,"Smith PLC","2024-11-01 19:21:00.0",32.01,"In Progress"
75740,75740,"Mcdowell-Hicks","2024-11-24 17:20:00.0",24.9,"Completed"
75742,75742,"Price, Neal and Gonzalez","2024-11-20 17:54:00.0",29.69,"Completed"
75752,75752,"Roberts, Durham and Ryan","2024-11-08 15:34:00.0",13.47,"Completed"
75753,75753,"Marsh-Williams","2024-11-09 19:05:00.0",26.45,"Completed"
75754,75754,"Gay, Cunningham and Rodriguez","2024-11-19 20:03:00.0",30.04,"Cancelled"
75759,75759,"Norris-Hawkins","2024-11-03 22:38:00.0",45.92,"Cancelled"
75761,75761,"Adams, Guerra and Fields","2024-11-26 13:43:00.0",22.34,"Cancelled"
75764,75764,"Fischer and Sons","2024-11-11 16:16:00.0",36.59,"Cancelled"
75765,75765,"Frank Inc","2024-11-15 15:28:00.0",17.1,"In Progress"
75766,75766,"Martinez Ltd","2024-11-13 15:19:00.0",7.09,"Cancelled"
75767,75767,"Frank Inc","2024-11-02 16:52:00.0",32.19,"Completed"
75768,75768,"Valencia Ltd","2024-11-26 00:59:00.0",24.93,"In Progress"
75772,75772,"Gray, Kerr and Massey","2024-11-24 19:06:00.0",48.17,"Completed"
75773,75773,"Durham Inc","2024-11-14 20:30:00.0",32.81,"Completed"
75774,75774,"Henderson Inc","2024-11-11 16:38:00.0",10.08,"In Progress"
75775,75775,"Rose, Pratt and Flores","2024-11-15 17:57:00.0",32.08,"Completed"
75779,75779,"Rogers, Berry and Logan","2024-11-01 14:33:00.0",44.18,"Cancelled"
75781,75781,"Gonzales-Brown","2024-11-24 14:29:00.0",24.07,"Cancelled"
75782,75782,"Burke LLC","2024-11-05 14:13:00.0",29.5,"In Progress"
75784,75784,"Khan, Hernandez and Baldwin","2024-11-29 19:25:00.0",40.15,"Cancelled"
75785,75785,"Guzman, Smith and Murray","2024-11-16 13:53:00.0",39.94,"In Progress"
75790,75790,"Hill, Hull and Bailey","2024-11-30 16:54:00.0",17.83,"Cancelled"
75793,75793,"Waller-Davis","2024-11-15 23:23:00.0",43.94,"Cancelled"
75795,75795,"Christensen and Sons","2024-11-28 21:25:00.0",47.19,"Completed"
75796,75796,"Kelly LLC","2024-11-13 21:43:00.0",25.63,"Completed"
75797,75797,"Wright Ltd","2024-11-30 17:02:00.0",17.59,"Cancelled"
75798,75798,"Hatfield and Sons","2024-11-28 21:50:00.0",34.67,"Completed"
75799,75799,"Sellers Inc","2024-11-30 18:55:00.0",7.47,"Completed"
75802,75802,"Brown, Blankenship and Hayes","2024-11-14 18:30:00.0",9.94,"Completed"
75812,75812,"Cook PLC","2024-11-15 19:48:00.0",31.62,"In Progress"
75819,75819,"Keller-Gross","2024-11-18 14:54:00.0",21.27,"Cancelled"
75820,75820,"Hawkins-Garza","2024-11-20 20:52:00.0",10.54,"Completed"
75837,75837,"Norton, Chang and Clements","2024-11-04 20:03:00.0",36.18,"Completed"
75842,75842,"Williams, Anderson and Rodriguez","2024-11-06 23:38:00.0",35.19,"Completed"
75844,75844,"Sanchez-Smith","2024-11-28 18:17:00.0",44.78,"Completed"
75847,75847,"Lawson, Tran and King","2024-11-04 15:05:00.0",14.58,"Completed"
75851,75851,"Riggs PLC","2024-11-08 13:23:00.0",8.99,"Cancelled"
75852,75852,"Thompson, Morrow and Collins","2024-11-26 13:23:00.0",17.66,"In Progress"
75853,75853,"Evans and Sons","2024-11-20 21:24:00.0",30.79,"Cancelled"
75854,75854,"Wright Ltd","2024-11-19 17:12:00.0",11.76,"In Progress"
75862,75862,"Thompson, Henry and Hernandez","2024-11-06 11:42:00.0",27.26,"Completed"
75865,75865,"Mcdowell-Hicks","2024-11-23 21:22:00.0",16.53,"In Progress"
75866,75866,"Gonzales-Brown","2024-11-17 12:33:00.0",19.63,"Cancelled"
75867,75867,"Marquez PLC","2024-11-07 15:59:00.0",30.91,"In Progress"
75869,75869,"Guzman, Smith and Murray","2024-11-05 20:59:00.0",41.55,"Completed"
75872,75872,"Sellers Inc","2024-11-05 22:11:00.0",35.62,"Completed"
75876,75876,"Molina-Bailey","2024-11-13 16:24:00.0",24.47,"Cancelled"
75877,75877,"Fischer and Sons","2024-11-19 13:41:00.0",39.18,"Completed"
75880,75880,"Frazier, Anderson and Rodriguez","2024-11-22 11:06:00.0",13.49,"Cancelled"
75887,75887,"Newton-Brown","2024-11-12 20:19:00.0",19.09,"Completed"
75888,75888,"Riggs PLC","2024-11-13 18:13:00.0",6.6,"In Progress"
75890,75890,"Lee-Taylor","2024-11-10 21:29:00.0",21.55,"In Progress"
75892,75892,"Sanchez-Smith","2024-11-24 16:35:00.0",30.83,"Completed"
75895,75895,"Marquez PLC","2024-11-15 16:22:00.0",10.15,"Completed"
75897,75897,"Cook Ltd","2024-11-12 11:48:00.0",29.82,"In Progress"
75902,75902,"Sanchez-Smith","2024-11-14 13:40:00.0",21.85,"Completed"
75903,75903,"Ruiz-Hughes","2024-11-02 12:01:00.0",36.69,"Cancelled"
75906,75906,"Marquez PLC","2024-11-03 23:13:00.0",6.35,"Completed"
75907,75907,"Guzman, Smith and Murray","2024-11-24 19:08:00.0",14.4,"Cancelled"
75908,75908,"Ruiz-Hughes","2024-11-03 11:49:00.0",17.84,"Completed"
75911,75911,"Richards-Jones","2024-11-24 14:02:00.0",41.73,"Completed"
75914,75914,"Norton, Chang and Clements","2024-11-08 14:22:00.0",33.54,"Cancelled"
75916,75916,"Walker-Davis","2024-11-07 14:45:00.0",12.37,"Cancelled"
75917,75917,"Jackson-Rojas","2024-11-04 11:25:00.0",18.16,"Cancelled"
75921,75921,"Guzman, Smith and Murray","2024-11-12 22:59:00.0",25.24,"Completed"
75923,75923,"Richardson-Reyes","2024-11-15 20:44:00.0",13.98,"In Progress"
75927,75927,"Guzman, Smith and Murray","2024-11-19 21:55:00.0",41.66,"In Progress"
75929,75929,"Wright Ltd","2024-11-23 16:15:00.0",37.78,"In Progress"
75931,75931,"Waller-Davis","2024-11-23 11:42:00.0",6.79,"In Progress"
75936,75936,"Jones, Garrett and Pierce","2024-11-19 20:58:00.0",31.36,"Cancelled"
75937,75937,"Kelly LLC","2024-11-13 20:00:00.0",11.66,"Completed"
75938,75938,"Matthews-Gonzalez","2024-11-28 19:51:00.0",13.39,"In Progress"
75939,75939,"Marquez PLC","2024-11-11 15:49:00.0",26.43,"Completed"
75941,75941,"Watson-Thomas","2024-11-12 23:02:00.0",28.35,"Cancelled"
75943,75943,"Williams, Anderson and Rodriguez","2024-11-02 12:22:00.0",41.06,"Completed"
75944,75944,"Williams-Benson","2024-11-27 17:47:00.0",23.81,"Cancelled"
75946,75946,"Adams LLC","2024-11-27 21:36:00.0",33.17,"In Progress"
75947,75947,"Price, Neal and Gonzalez","2024-11-12 18:32:00.0",19.91,"In Progress"
75948,75948,"Riggs PLC","2024-11-09 00:27:00.0",37.54,"Cancelled"
75955,75955,"Lopez, Hughes and Harmon","2024-11-13 00:05:00.0",49.13,"Cancelled"
75957,75957,"Hill, Hull and Bailey","2024-11-03 21:27:00.0",31.57,"In Progress"
75958,75958,"Brown, King and Stout","2024-11-12 12:31:00.0",43.32,"In Progress"
75964,75964,"Richards-Jones","2024-11-11 21:01:00.0",17.33,"Completed"
75967,75967,"Molina-Bailey","2024-11-10 20:52:00.0",7.55,"Completed"
75970,75970,"Watson-Thomas","2024-11-21 20:54:00.0",19.01,"Cancelled"
75971,75971,"Lawson, Tran and King","2024-11-11 16:54:00.0",5.11,"Completed"
75978,75978,"Freeman, Walton and Jones","2024-11-16 21:02:00.0",7.31,"In Progress"
75981,75981,"Frank Inc","2024-11-11 19:08:00.0",43.58,"Completed"
75982,75982,"Rose, Pratt and Flores","2024-11-06 11:58:00.0",12.2,"Completed"
75991,75991,"Phillips and Sons","2024-11-11 15:17:00.0",47.73,"Completed"
76002,76002,"Rose, Pratt and Flores","2024-11-05 15:57:00.0",28.11,"In Progress"
76010,76010,"Cooper, Myers and Rodriguez","2024-11-15 23:46:00.0",21.62,"Completed"
76014,76014,"Richards-Jones","2024-11-29 00:17:00.0",32.74,"Completed"
76019,76019,"Christensen and Sons","2024-11-02 23:00:00.0",25.72,"Completed"
76020,76020,"Molina-Bailey","2024-11-26 20:12:00.0",13.41,"Completed"
76026,76026,"Arias LLC","2024-11-11 16:41:00.0",28.01,"In Progress"
76028,76028,"Sanchez Inc","2024-11-23 13:32:00.0",8.1,"Completed"
76031,76031,"Ray-Bradley","2024-11-26 18:52:00.0",7.38,"In Progress"
76035,76035,"Gallagher, Roberson and Bean","2024-11-23 21:32:00.0",7.04,"In Progress"
76037,76037,"Rogers-Brown","2024-11-24 12:47:00.0",22.74,"In Progress"
76038,76038,"Gonzales-Brown","2024-11-19 17:37:00.0",36.58,"In Progress"
76040,76040,"Frazier, Anderson and Rodriguez","2024-11-24 21:30:00.0",31.99,"Completed"
76041,76041,"Rose, Pratt and Flores","2024-11-14 13:33:00.0",19.99,"Cancelled"
76044,76044,"Campbell, Burns and Espinoza","2024-11-04 20:03:00.0",31.31,"Cancelled"
76045,76045,"Riggs PLC","2024-11-22 00:50:00.0",17.85,"Completed"
76047,76047,"Rogers, Berry and Logan","2024-11-19 21:04:00.0",6.01,"Cancelled"
76049,76049,"Hill, Hull and Bailey","2024-11-16 17:00:00.0",8.31,"In Progress"
76053,76053,"Gay, Cunningham and Rodriguez","2024-11-21 18:26:00.0",6.91,"Completed"
76058,76058,"Hill, Vincent and Alvarez","2024-11-29 17:38:00.0",48.47,"Completed"
76059,76059,"Rogers, Berry and Logan","2024-11-16 21:13:00.0",8.18,"In Progress"
76060,76060,"Riggs PLC","2024-11-27 12:38:00.0",11.76,"Cancelled"
76066,76066,"Campbell, Burns and Espinoza","2024-11-09 11:34:00.0",37.68,"Cancelled"
76072,76072,"Khan, Hernandez and Baldwin","2024-11-20 20:09:00.0",35.02,"Completed"
76073,76073,"Waller-Davis","2024-11-12 23:43:00.0",12.79,"Cancelled"
76074,76074,"Marquez PLC","2024-11-25 18:05:00.0",48.32,"Completed"
76076,76076,"Taylor-Smith","2024-11-27 19:48:00.0",7.33,"Cancelled"
76077,76077,"Rogers-Brown","2024-11-20 11:27:00.0",8.74,"Completed"
76078,76078,"Hatfield and Sons","2024-11-26 22:59:00.0",21.96,"Completed"
76079,76079,"Reed and Allison","2024-11-15 22:32:00.0",7.95,"In Progress"
76080,76080,"Hill, Vincent and Alvarez","2024-11-08 14:13:00.0",14.98,"Completed"
76082,76082,"Norton, Chang and Clements","2024-11-08 20:25:00.0",24.2,"In Progress"
76087,76087,"Richards-Jones","2024-11-14 20:55:00.0",46.61,"In Progress"
76088,76088,"Williams, Anderson and Rodriguez","2024-11-22 22:03:00.0",12.98,"Cancelled"
76090,76090,"Rogers-Brown","2024-11-16 16:07:00.0",46.72,"Cancelled"
76092,76092,"Walker-Davis","2024-11-22 14:05:00.0",44.79,"In Progress"
76096,76096,"Norton, Chang and Clements","2024-11-04 16:41:00.0",14.82,"Cancelled"
76100,76100,"Burton Inc","2024-11-06 12:08:00.0",28.33,"Completed"
76104,76104,"Hancock-Benson","2024-11-19 17:35:00.0",32.1,"In Progress"
76105,76105,"Evans and Sons","2024-11-26 20:07:00.0",38.47,"Completed"
76108,76108,"Norris-Hawkins","2024-11-01 12:25:00.0",48.8,"In Progress"
76109,76109,"Reed and Allison","2024-11-29 19:11:00.0",40.6,"Cancelled"
76110,76110,"Powell, Morse and Quinn","2024-11-30 12:49:00.0",11.23,"Completed"
76113,76113,"Phillips and Sons","2024-11-18 21:28:00.0",10.67,"In Progress"
76115,76115,"Fletcher-Carter","2024-11-27 20:44:00.0",12.42,"Completed"
76123,76123,"Moore-Griffin","2024-11-09 20:10:00.0",21.33,"Cancelled"
76124,76124,"Anderson, Carr and Mcneil","2024-11-15 19:54:00.0",11.82,"Cancelled"
76125,76125,"Clark-Thompson","2024-11-06 17:47:00.0",13.94,"Completed"
76126,76126,"Price, Neal and Gonzalez","2024-11-01 11:11:00.0",19.47,"Cancelled"
76130,76130,"Watson-Thomas","2024-11-03 15:44:00.0",49.66,"In Progress"
76133,76133,"Duran, Fuller and Reyes","2024-11-07 00:20:00.0",38.81,"Completed"
76137,76137,"Graham-Campbell","2024-11-14 00:45:00.0",41.43,"Completed"
76139,76139,"Evans and Sons","2024-11-01 15:36:00.0",37.93,"Completed"
76140,76140,"Jones, Garrett and Pierce","2024-11-10 00:32:00.0",9.07,"Cancelled"
76141,76141,"Hawkins Ltd","2024-11-28 17:48:00.0",47.77,"In Progress"
76144,76144,"Hatfield and Sons","2024-11-24 17:35:00.0",18.24,"Cancelled"
76145,76145,"Phillips-Boyer","2024-11-02 15:19:00.0",27.8,"Cancelled"
76148,76148,"Hancock-Benson","2024-11-18 14:40:00.0",31.2,"In Progress"
76149,76149,"Thompson, Henry and Hernandez","2024-11-27 00:01:00.0",9.47,"Completed"
76151,76151,"Walker PLC","2024-11-19 22:59:00.0",16.95,"Completed"
76158,76158,"Williams-Benson","2024-11-03 00:10:00.0",22.91,"In Progress"
76159,76159,"Freeman, Walton and Jones","2024-11-21 00:24:00.0",13.52,"In Progress"
76160,76160,"Molina-Bailey","2024-11-14 12:42:00.0",22.31,"Cancelled"
76161,76161,"Jackson-Rojas","2024-11-26 22:13:00.0",19.26,"Completed"
76164,76164,"Watson-Thomas","2024-11-20 22:59:00.0",24.33,"Completed"
76167,76167,"Sanchez-Smith","2024-11-08 11:35:00.0",32.53,"In Progress"
76169,76169,"Marquez PLC","2024-11-11 21:17:00.0",12.76,"In Progress"
76170,76170,"Price, Neal and Gonzalez","2024-11-24 22:57:00.0",15.03,"Cancelled"
76174,76174,"Duran, Fuller and Reyes","2024-11-24 14:33:00.0",37.72,"Cancelled"
76176,76176,"Cohen-Wagner","2024-11-03 16:31:00.0",26.06,"Completed"
76184,76184,"Fletcher-Carter","2024-11-16 21:39:00.0",49.9,"Cancelled"
76189,76189,"Dodson, Fleming and Butler","2024-11-06 18:23:00.0",11.55,"Completed"
76190,76190,"Brown, Blankenship and Hayes","2024-11-22 20:03:00.0",12.58,"In Progress"
76192,76192,"Lawson, Tran and King","2024-11-19 22:05:00.0",30.81,"Completed"
76195,76195,"Adams LLC","2024-11-30 23:00:00.0",17.03,"Completed"
76196,76196,"Rogers, Berry and Logan","2024-11-10 23:01:00.0",49.6,"Cancelled"
76197,76197,"Christensen and Sons","2024-11-15 17:39:00.0",27.92,"Completed"
76206,76206,"Phillips and Sons","2024-11-08 18:59:00.0",13.08,"In Progress"
76212,76212,"Rogers-Brown","2024-11-29 19:51:00.0",40.76,"In Progress"
76213,76213,"Jones, Garrett and Pierce","2024-11-27 16:14:00.0",22.05,"Cancelled"
76215,76215,"Rogers, Berry and Logan","2024-11-09 13:30:00.0",32.68,"Completed"
76217,76217,"Sanchez-Smith","2024-11-05 14:33:00.0",33.36,"Completed"
76222,76222,"Smith, Wise and Drake","2024-11-10 15:39:00.0",12.51,"In Progress"
